Data_ID,Event_ID,Species,Num_ Observed,Age,Composition,Breeding_Plumage,Breeding_Status,Data_Location_ID,Notes
"20120524154003-709037899.971008","{F47DB9BC-8E41-4CDA-A51C-5C49AF653433}","BOGU",1.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120524154017-45352756.9770813","{F47DB9BC-8E41-4CDA-A51C-5C49AF653433}","BOGU",7.0000000000000000e+00,"Juv","Juv","Y","O",,
"20120524154039-414032697.677612","{F47DB9BC-8E41-4CDA-A51C-5C49AF653433}","ARTE",1.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120524154551-790480017.662048","{C424E1C0-235F-402C-A470-B7534915DA91}","MAMU",2.4000000000000000e+01,"Ad","Unk","Y","O",,
"20120524154605-373536169.528961","{C424E1C0-235F-402C-A470-B7534915DA91}","ULGU",2.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120524154642-961953163.146973","{C424E1C0-235F-402C-A470-B7534915DA91}","ARTE",4.4000000000000000e+01,"Ad","Unk","Y","O",,
"20120524154702-871445834.636688","{C424E1C0-235F-402C-A470-B7534915DA91}","HADU",2.0000000000000000e+00,"Ad","M","Y","O",,
"20120524154714-56236863.1362915","{C424E1C0-235F-402C-A470-B7534915DA91}","HADU",2.0000000000000000e+00,"Ad","F","Y","O",,
"20120524154726-949556648.731232","{C424E1C0-235F-402C-A470-B7534915DA91}","SUSC",1.2500000000000000e+02,"Mix","Mix","Y","O",,
"20120524154753-364018678.665161","{C424E1C0-235F-402C-A470-B7534915DA91}","PIGU",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524154814-524868428.707123","{C424E1C0-235F-402C-A470-B7534915DA91}","RBME",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120524154830-767111659.049988","{C424E1C0-235F-402C-A470-B7534915DA91}","WWSC",2.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120524154844-53504526.6151428","{C424E1C0-235F-402C-A470-B7534915DA91}","RTLO",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524154856-592458248.138428","{C424E1C0-235F-402C-A470-B7534915DA91}","BAEA",2.0000000000000000e+00,"Juv","Unk","Y","O",,
"20120524154909-468700110.912323","{C424E1C0-235F-402C-A470-B7534915DA91}","SPSA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524155154-622696697.711945","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","MAMU",1.3000000000000000e+01,"Ad","Unk","Y","O",,
"20120524155206-647821187.973022","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","PALO",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524155217-263792932.033539","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","ULGU",1.8000000000000000e+01,"Ad","Unk","Y","O",,
"20120524155234-279342055.32074","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","HADU",5.0000000000000000e+00,"Ad","M","Y","O",,
"20120524155244-829801619.052887","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","HADU",3.0000000000000000e+00,"Ad","F","Y","O",,
"20120524155259-824602127.075195","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","GBHE",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524155311-589163005.35202","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","COGO",2.0000000000000000e+00,"Unk","F/Juv","Y","O",,
"20120524155407-986093163.490295","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","ARTE",6.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524155421-910964310.16922","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","WATA",4.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524155433-226866006.851196","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","RBME",5.0000000000000000e+00,"Ad","M","Y","O",,
"20120524155443-695115506.649017","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","RBME",6.0000000000000000e+00,"Ad","F","Y","O",,
"20120524155456-980003237.724304","{7DB6D971-DF4E-459D-AAAE-99A2C63FBF82}","BAEA",1.0000000000000000e+00,"Juv","Juv","Y","O",,
"20120524155911-533873081.207275","{4390FAC4-FD4F-4E6E-970B-A377C83E92D3}","HADU",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120524155924-106369674.20578","{4390FAC4-FD4F-4E6E-970B-A377C83E92D3}","HADU",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120524155937-999414563.179016","{4390FAC4-FD4F-4E6E-970B-A377C83E92D3}","MAMU",6.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524155948-676175892.353058","{4390FAC4-FD4F-4E6E-970B-A377C83E92D3}","BUFF",1.0000000000000000e+00,"Unk","F/Juv","Y","O",,
"20120524160006-15703916.5496826","{4390FAC4-FD4F-4E6E-970B-A377C83E92D3}","SPSA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524161818-100052237.510681","{12577910-9A1A-436B-9E01-23410DB98820}","GRSC",1.2000000000000000e+01,"Ad","M","Y","O",,
"20120524161831-103022634.983063","{12577910-9A1A-436B-9E01-23410DB98820}","GRSC",6.0000000000000000e+00,"Ad","F","Y","O",,
"20120524161853-798884391.784668","{12577910-9A1A-436B-9E01-23410DB98820}","RBME",1.5000000000000000e+01,"Ad","M","Y","O",,
"20120524161906-284480273.723602","{12577910-9A1A-436B-9E01-23410DB98820}","RBME",2.1000000000000000e+01,"Ad","F","Y","O",,
"20120524161926-45649170.8755493","{12577910-9A1A-436B-9E01-23410DB98820}","YBLO",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524161943-295772850.513458","{12577910-9A1A-436B-9E01-23410DB98820}","RNGR",1.3000000000000000e+01,"Ad","Unk","Y","O",,
"20120524162713-300970494.747162","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","GWTE",1.4000000000000000e+01,"Ad","M","Y","O",,
"20120524162722-948571085.929871","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","GWTE",1.1000000000000000e+01,"Ad","F","Y","O",,
"20120524162736-979829370.975494","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","BAEA",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524162748-401374340.057373","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","SPSA",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524162759-278279960.155487","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","MALL",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120524162804-160441517.829895","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","MALL",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120524162813-162821590.900421","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","HADU",4.0000000000000000e+00,"Ad","M","Y","O",,
"20120524162826-646587133.407593","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","HADU",4.0000000000000000e+00,"Ad","F","Y","O",,
"20120524162842-410073220.729828","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","MEGU",1.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120524162855-412766814.231873","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","ULGU",5.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524162904-712730467.319489","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","NSHO",2.7000000000000000e+01,"Ad","M","Y","O",,
"20120524162926-326206207.275391","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","NSHO",1.3000000000000000e+01,"Ad","F","Y","O",,
"20120524162937-633178889.751434","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","NOPI",6.0000000000000000e+00,"Ad","M","Y","O",,
"20120524162946-207561135.292053","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","NOPI",4.0000000000000000e+00,"Ad","F","Y","O",,
"20120524163004-186013519.763947","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","AMWI",1.8000000000000000e+01,"Ad","M","Y","O",,
"20120524163013-583359003.067017","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","AMWI",1.0000000000000000e+01,"Ad","F","Y","O",,
"20120524163025-80714643.0015564","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","BUFF",3.0000000000000000e+00,"Ad","M","Y","O",,
"20120524163034-457971453.666687","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","BUFF",4.0000000000000000e+00,"Ad","F","Y","O",,
"20120524163049-905729830.265045","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","WATA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524163104-261368274.688721","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","COGO",2.0000000000000000e+00,"Unk","F/Juv","Y","O",,
"20120524163124-785212218.761444","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","GRSC",6.0000000000000000e+00,"Ad","M","Y","O",,
"20120524163137-378902554.512024","{EF519EEF-EFAB-4337-B87A-4823FB4D96A1}","GRSC",4.0000000000000000e+00,"Ad","F","Y","O",,
"20120524163854-919377088.546753","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","GBHE",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524163913-631742417.812347","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","BAGO",7.0000000000000000e+00,"Ad","M","Y","O",,
"20120524163923-627642035.484314","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","BAGO",8.0000000000000000e+00,"Ad","F","Y","O",,
"20120524164002-428456366.062164","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","BOGU",1.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120524164011-97973823.5473633","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","BOGU",9.0000000000000000e+00,"Juv","Juv","N","O",,
"20120524164100-561040103.435516","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","ULGU",1.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120524164110-694485306.739807","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","ARTE",2.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120524164125-913717567.920685","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","MALL",1.2000000000000000e+01,"Ad","M","Y","O",,
"20120524164134-834817171.096802","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","GWTE",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120524164147-22629201.4122009","{352DAEBD-0020-44BC-A9F5-D7B09D3755E4}","NOHA",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120524165338-916163980.960846","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","GBHE",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524165347-430261135.101318","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","COME",5.0000000000000000e+00,"Ad","M","Y","O",,
"20120524165400-677947700.023651","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","COME",2.0000000000000000e+00,"Ad","F","Y","O",,
"20120524165412-502453923.225403","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","SPSA",4.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120524165428-513737499.713898","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","ULGU",2.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120524165442-462980031.967163","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","ON",,"ON NEST TR02"
"20120524165519-353472650.051117","{EA9152CA-2819-4EB2-AA77-E463FBC4772D}","HALH",1.0000000000000000e+00,"Ad","Unk","Y","O",,"HARLEN'S HAWK!!! LATER SEEN OVER NAHKU BAY."
"20120531083034-533424019.813538","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","HADU",1.3000000000000000e+01,"Ad","M","Y","O",,
"20120531083100-579518616.199493","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","HADU",5.0000000000000000e+00,"Ad","F","Y","O",,
"20120531083117-289562463.760376","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","BOGU",1.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120531083128-301948010.921478","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","BOGU",1.6000000000000000e+01,"Juv","Unk","Y","O",,
"20120531083349-774740099.906921","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","ULGU",1.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120531083408-14017641.544342","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","ARTE",5.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120531083427-760723590.85083","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","ULGU",5.0000000000000000e+00,"Juv","Unk","Y","O",,
"20120531083440-814490020.275116","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","WATA",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531083454-709037899.971008","{DE0320F4-E518-4ECB-AEAB-8ABEB6A7355C}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531083743-414032697.677612","{5D8FEB85-97CE-4A65-BA84-D1BBD54F4E8B}","RTLO",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531083802-862619340.419769","{5D8FEB85-97CE-4A65-BA84-D1BBD54F4E8B}","MAMU",1.2000000000000000e+01,"Ad","Unk","Y","O",,
"20120531083817-790480017.662048","{5D8FEB85-97CE-4A65-BA84-D1BBD54F4E8B}","BAEA",1.0000000000000000e+00,"Juv","Unk","Y",,,
"20120531083853-373536169.528961","{5D8FEB85-97CE-4A65-BA84-D1BBD54F4E8B}","ULGU",2.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120531083910-961953163.146973","{5D8FEB85-97CE-4A65-BA84-D1BBD54F4E8B}","ARTE",2.0000000000000000e+00,"Ad","Unk","Y","0",,
"20120531083922-871445834.636688","{5D8FEB85-97CE-4A65-BA84-D1BBD54F4E8B}","WWSC",2.0000000000000000e+01,"Unk","Mix","Y","O",,
"20120531084345-949556648.731232","{564B84C3-907A-4E44-9F80-D97C50C34057}","ARTE",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531084919-767111659.049988","{E8A093A5-5BF9-434A-A4B9-8C2FEA5457F1}","ULGU",2.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120531084934-53504526.6151428","{E8A093A5-5BF9-434A-A4B9-8C2FEA5457F1}","SUSC",2.5000000000000000e+01,"Unk","Mix","Y","O",,
"20120531085006-592458248.138428","{E8A093A5-5BF9-434A-A4B9-8C2FEA5457F1}","WWSC",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120531085014-468700110.912323","{E8A093A5-5BF9-434A-A4B9-8C2FEA5457F1}","WWSC",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120531085024-298165440.559387","{E8A093A5-5BF9-434A-A4B9-8C2FEA5457F1}","MAMU",8.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531085039-622696697.711945","{E8A093A5-5BF9-434A-A4B9-8C2FEA5457F1}","ARTE",2.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120531085449-263792932.033539","{72BD44EA-9D91-4A7B-9364-12F179A40976}","HADU",1.7000000000000000e+01,"Ad","M","Y","O",,
"20120531085504-279342055.32074","{72BD44EA-9D91-4A7B-9364-12F179A40976}","HADU",1.6000000000000000e+01,"Ad","F","Y","O",,
"20120531085520-829801619.052887","{72BD44EA-9D91-4A7B-9364-12F179A40976}","SPSA",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531085534-824602127.075195","{72BD44EA-9D91-4A7B-9364-12F179A40976}","ULGU",6.4000000000000000e+01,"Ad","Unk","Y","O",,
"20120531085551-589163005.35202","{72BD44EA-9D91-4A7B-9364-12F179A40976}","ARTE",5.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531085604-986093163.490295","{72BD44EA-9D91-4A7B-9364-12F179A40976}","NOPI",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120531085616-910964310.16922","{72BD44EA-9D91-4A7B-9364-12F179A40976}","NOPI",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120531085629-226866006.851196","{72BD44EA-9D91-4A7B-9364-12F179A40976}","NSHO",2.1000000000000000e+01,"Ad","M","Y","O",,
"20120531085647-695115506.649017","{72BD44EA-9D91-4A7B-9364-12F179A40976}","NSHO",6.0000000000000000e+00,"Ad","F","Y","O",,
"20120531085701-980003237.724304","{72BD44EA-9D91-4A7B-9364-12F179A40976}","WATA",7.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531091054-243931353.092194","{72BD44EA-9D91-4A7B-9364-12F179A40976}","LESC",7.0000000000000000e+00,"Ad","M","Y","O",,"GREATER?"
"20120531091126-533873081.207275","{72BD44EA-9D91-4A7B-9364-12F179A40976}","LESC",2.0000000000000000e+00,"Ad","F","Y","O",,
"20120531091143-106369674.20578","{72BD44EA-9D91-4A7B-9364-12F179A40976}","GBHE",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531091200-999414563.179016","{72BD44EA-9D91-4A7B-9364-12F179A40976}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531091211-676175892.353058","{72BD44EA-9D91-4A7B-9364-12F179A40976}","BOGU",5.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120531091233-15703916.5496826","{72BD44EA-9D91-4A7B-9364-12F179A40976}","AMWI",5.0000000000000000e+00,"Ad","M","Y","O",,
"20120531091249-575183808.803558","{72BD44EA-9D91-4A7B-9364-12F179A40976}","GWTE",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120531092658-103022634.983063","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","MALL",8.0000000000000000e+00,"Ad","M","Y","O",,
"20120531092708-798884391.784668","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","MALL",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120531092722-284480273.723602","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","COME",2.0000000000000000e+00,"Ad","M","Y","O",,
"20120531092736-45649170.8755493","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","GBHE",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531092747-295772850.513458","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531092758-382010698.318481","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","MERL",1.0000000000000000e+00,"Unk","Unk","Y","O",,
"20120531092921-300970494.747162","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","RTHA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531092937-948571085.929871","{7E208C83-0DC9-4DC7-924C-C69578C92BF1}","BAEA",1.0000000000000000e+00,"Juv","Unk","Y","O",,
"20120531093112-401374340.057373","{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","SPSA",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531093123-278279960.155487","{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","BAEA",2.0000000000000000e+00,"Ad","Unk","Y","ON",,"EAGLE NESTS TR2 & TR3 ACTIVE, INCUBATION"
"20120531093216-160441517.829895","{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","COME",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120531093238-162821590.900421","{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","HALH",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120531093331-646587133.407593","{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","SPSA",2.0000000000000000e+00,"Ad","Unk","Y","C",,
"20120531093403-410073220.729828","{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618150707-533424019.813538","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","HADU",1.4000000000000000e+01,"Ad","M","Y","O",,
"20120618150724-579518616.199493","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","HADU",1.0000000000000000e+01,"Ad","F","Y","O",,
"20120618150739-289562463.760376","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","ARTE",6.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120618150813-301948010.921478","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","ULGU",6.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618150829-774740099.906921","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","MEGU",8.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618150848-14017641.544342","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","MEGU",4.0000000000000000e+00,"Juv","Juv","Y","O",,
"20120618150915-760723590.85083","{DFAD7CB8-EE65-4421-8ADC-F09E8CF4771B}","WATA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151048-709037899.971008","{7C1077F6-E9B5-4C25-AA81-99D75050EAA3}","MAMU",2.0000000000000000e+01,"Ad","Unk","Y","O",,
"20120618151103-45352756.9770813","{7C1077F6-E9B5-4C25-AA81-99D75050EAA3}","RTLO",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151117-414032697.677612","{7C1077F6-E9B5-4C25-AA81-99D75050EAA3}","ARTE",1.7000000000000000e+01,"Ad","Unk","Y","O",,
"20120618151131-862619340.419769","{7C1077F6-E9B5-4C25-AA81-99D75050EAA3}","SUSC",1.0000000000000000e+02,"Mix","Mix","Y","O",,
"20120618151155-790480017.662048","{7C1077F6-E9B5-4C25-AA81-99D75050EAA3}","CATE",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151443-961953163.146973","{D79ECE7F-1573-4FFE-92C6-40B5008F8E19}","RNGR",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151500-871445834.636688","{D79ECE7F-1573-4FFE-92C6-40B5008F8E19}","ARTE",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151511-56236863.1362915","{D79ECE7F-1573-4FFE-92C6-40B5008F8E19}","SUSC",1.0000000000000000e+00,"Ad","F","Y","O",,
"20120618151533-949556648.731232","{D79ECE7F-1573-4FFE-92C6-40B5008F8E19}","LTDU",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120618151654-524868428.707123","{AAE245F3-B191-44A8-81DD-F81FDDB6430E}","MAMU",2.0000000000000000e+00,"Ad","Unk","Y","O",,"PAIR"
"20120618151829-53504526.6151428","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","PALO",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151839-592458248.138428","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","SUSC",2.0000000000000000e+00,"Ad","M","Y","O",,
"20120618151854-468700110.912323","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","SUSC",7.0000000000000000e+00,"Ad","F","Y","O",,
"20120618151909-298165440.559387","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","MAMU",3.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618151924-622696697.711945","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","BAGO",5.0000000000000000e+00,"Ad","M","Y","O",,
"20120618151949-647821187.973022","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","BAGO",2.0000000000000000e+00,"Ad","F","Y","O",,
"20120618152010-263792932.033539","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","RTLO",6.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618152030-279342055.32074","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","RBME",1.0000000000000000e+01,"Ad","M","Y","O",,
"20120618152039-829801619.052887","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","RBME",6.0000000000000000e+00,"Ad","F","Y","O",,
"20120618152105-824602127.075195","{34703AAD-9719-4BEB-9565-77BD2CD87F5B}","SUSC",1.0000000000000000e+02,"Mix","Mix","Y","O",,
"20120618152450-986093163.490295","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","BAEA",1.0000000000000000e+00,"Juv","Unk","Y","O",,
"20120618152504-910964310.16922","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","MALL",1.6000000000000000e+01,"Ad","M","Y","O",,
"20120618152514-226866006.851196","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","MALL",6.0000000000000000e+00,"Ad","F","Y","O",,
"20120618152537-695115506.649017","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","NOPI",2.0000000000000000e+00,"Ad","M","Y","O",,
"20120618152549-980003237.724304","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","SPSA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618152601-243931353.092194","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","HADU",6.0000000000000000e+00,"Ad","F","Y","O",,
"20120618152626-533873081.207275","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","BAGO",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120618152641-106369674.20578","{48E55464-2F6B-4D17-A2F2-A6194E4A06EA}","WATA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618152759-676175892.353058","{D541FA91-B058-4430-804C-811F0F633271}","CATE",5.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618152942-15703916.5496826","{D541FA91-B058-4430-804C-811F0F633271}","MEGU",1.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120618153125-100052237.510681","{888ABE52-CB2A-409B-BC3A-75C1990A00F3}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","ON",,"EAGLE NEST TR02"
"20120618153203-103022634.983063","{888ABE52-CB2A-409B-BC3A-75C1990A00F3}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","ON",,"EAGLE NEST TR03"
"20120618153234-798884391.784668","{888ABE52-CB2A-409B-BC3A-75C1990A00F3}","COME",1.0000000000000000e+01,"Ad","M","Y","O",,
"20120618153249-284480273.723602","{888ABE52-CB2A-409B-BC3A-75C1990A00F3}","COME",4.0000000000000000e+00,"Ad","F","Y","O",,
"20120618153317-45649170.8755493","{888ABE52-CB2A-409B-BC3A-75C1990A00F3}","GBHE",2.0000000000000000e+00,"Ad","Unk","Y","O",,
"20120629111322-533424019.813538","{6BCE0447-C276-468F-A23C-78E672FE7509}","ARTE",4.4000000000000000e+01,"Ad","Unk","Y","O",,
"20120629111347-579518616.199493","{6BCE0447-C276-468F-A23C-78E672FE7509}","HADU",1.0000000000000000e+00,"Ad","M","Y","O",,
"20120629111359-289562463.760376","{6BCE0447-C276-468F-A23C-78E672FE7509}","HADU",4.0000000000000000e+00,"Ad","F","Y","O",,
"20120629111420-301948010.921478","{6BCE0447-C276-468F-A23C-78E672FE7509}","ULGU",3.5000000000000000e+01,"Ad","Unk","Y","O",,
"20120629111434-774740099.906921","{6BCE0447-C276-468F-A23C-78E672FE7509}","ULGU",7.0000000000000000e+00,"Juv","Unk","Y","O",,
"20120629111457-14017641.544342","{6BCE0447-C276-468F-A23C-78E672FE7509}","BOGU",2.1000000000000000e+01,"Ad","Unk","Y","O",,
"20120629111516-760723590.85083","{6BCE0447-C276-468F-A23C-78E672FE7509}","BOGU",1.2000000000000000e+01,"Juv","Unk","Y","O",,
"20120629111534-814490020.275116","{6BCE0447-C276-468F-A23C-78E672FE7509}","GBHE",1.0000000000000000e+00,"Ad","Unk","Y","O",,"CAUGHT FISH, EAGLE SNATCHED IT AWAY!"
"20120629111607-709037899.971008","{6BCE0447-C276-468F-A23C-78E672FE7509}","BAEA",1.0000000000000000e+00,"Ad","Unk","Y","O",,
